image,output,flag,username,timestamp
C:\Users\uabc_\Workspace\mexican_sign_language_toolkit\notebooks\flagged\image\b8b45127255f9c6be8bc1d1ec6f5c83af9f693e8\tmpjwqs2b_h.png,,,,2023-09-28 13:43:46.023707
